sale_id,invoice_id,product_id,customer_id,location_id,date_id,quantity,price,total_revenue
46,29080,7,307,3,20230519,3,540.06,1620.18
47,25951,6,135,1,20231116,1,742.08,742.08
48,25276,6,21,2,20230110,8,340.37,2722.96
49,28859,4,329,2,20231111,2,776.26,1552.52
50,27818,1,167,2,20230130,1,669.86,669.86
51,24728,3,274,3,20230217,9,513.6,4622.4
52,22624,5,388,2,20230512,4,933.18,3732.72
53,25738,2,89,3,20231008,3,712.69,2138.07
54,25793,5,14,4,20231216,6,223.12,1338.72
55,24523,6,242,1,20230510,2,522.42,1044.84
56,25571,1,265,1,20230723,1,410.95,410.95
57,29010,7,346,1,20231102,5,329.96,1649.8
58,29298,3,53,3,20231126,5,164.96,824.8
59,22224,5,386,3,20230615,5,295.95,1479.75
60,28389,7,340,3,20230515,2,175.28,350.56
61,26091,8,92,2,20231126,2,94.55,189.1
62,28662,7,367,4,20230720,3,839.08,2517.24
63,26361,2,444,4,20230904,4,512.43,2049.72
64,21948,3,455,3,20231122,4,234.49,937.96
65,26318,2,264,1,20230628,1,116.17,116.17
66,23796,5,431,3,20231127,9,910.49,8194.41
67,29120,4,206,2,20231005,9,958.19,8623.71
68,28043,2,420,1,20230216,9,187.85,1690.65
69,25904,8,360,4,20230618,5,342.95,1714.75
70,24888,3,388,2,20231111,9,483.5,4351.5
71,29821,8,2,3,20230818,6,771.08,4626.48
72,25832,7,390,2,20230605,5,769.56,3847.8
73,25842,5,106,2,20230518,6,115.22,691.32
74,21316,1,260,3,20230612,2,662.76,1325.52
75,21124,5,310,3,20230618,3,482.28,1446.84
76,25621,2,477,2,20230120,2,488.57,977.14
77,22587,2,402,2,20230508,2,427.56,855.12
78,29215,6,218,2,20230910,3,860.25,2580.75
79,25672,4,44,3,20230516,3,269.89,809.67
80,21378,7,162,4,20231208,1,281.34,281.34
81,23374,8,202,4,20230522,3,383.41,1150.23
82,25777,4,484,2,20230519,4,223.21,892.84
83,27935,5,270,2,20230624,4,385.57,1542.28
84,26093,3,351,1,20230604,8,107.88,863.04
85,28418,4,304,1,20230404,5,852.01,4260.05
86,25355,4,271,2,20231120,9,388.41,3495.69
87,24968,5,456,3,20231125,6,657.54,3945.24
88,29083,3,462,2,20230515,3,62.92,188.76
89,25574,5,215,2,20230318,5,388.9,1944.5
90,24072,8,252,2,20230724,9,868.48,7816.32
91,22257,4,190,2,20230325,1,765.66,765.66
92,28588,1,296,2,20230607,2,250.52,501.04
93,24424,2,213,3,20230212,8,102.18,817.44
94,23237,1,208,2,20230505,4,366.23,1464.92
95,23893,1,237,3,20230228,5,299.88,1499.4
96,22005,6,338,2,20230218,3,325.85,977.55
97,22016,5,367,2,20231013,2,305.17,610.34
98,29388,6,53,2,20231006,1,851.93,851.93
99,21772,6,280,4,20230718,4,84.87,339.48
100,28353,1,410,3,20230305,6,646.2,3877.2
101,21751,5,252,2,20230606,9,360.04,3240.36
102,28967,6,188,3,20230329,9,675.56,6080.04
103,27430,8,380,3,20230530,4,723.91,2895.64
104,26469,4,41,2,20231209,5,435.15,2175.75
105,29131,1,157,2,20231211,8,165.8,1326.4
106,23220,6,15,2,20230625,4,804.18,3216.72
107,20539,7,301,4,20230712,6,696.94,4181.64
108,21461,4,65,3,20231106,4,583.94,2335.76
109,25184,5,345,4,20231227,2,912.46,1824.92
110,28547,5,327,2,20230218,7,625.29,4377.03
111,21548,4,344,2,20230423,5,769.1,3845.5
112,24213,1,492,2,20230421,5,110.26,551.3
113,21673,6,136,2,20230607,4,256.24,1024.96
114,26708,2,472,4,20231125,9,286.88,2581.92
115,27982,3,63,4,20230510,7,509.22,3564.54
116,22100,7,139,3,20230109,3,895.24,2685.72
117,23748,1,499,2,20230728,6,742.62,4455.72
118,21815,1,392,2,20230617,7,498.41,3488.87
119,23841,4,163,2,20231027,4,389.65,1558.6
120,28016,4,419,2,20230831,9,291.45,2623.05
121,24493,8,379,2,20230520,2,996.84,1993.68
122,28088,1,490,1,20231008,9,159.1,1431.9
123,28578,2,231,2,20230709,9,691.34,6222.06
124,22158,5,41,3,20231218,1,797.33,797.33
125,22661,2,28,2,20230728,9,453.09,4077.81
126,22064,5,135,3,20231121,5,309.65,1548.25
127,23253,4,201,4,20230527,7,280.07,1960.49
128,24979,5,328,1,20230404,2,888.96,1777.92
129,27703,4,268,1,20230114,1,409.94,409.94
130,28931,3,418,1,20231211,8,455.55,3644.4
131,21401,5,33,4,20231205,8,502.59,4020.72
132,23259,8,48,2,20231010,3,526.53,1579.59
133,23923,4,407,3,20231124,7,626.94,4388.58
134,24214,8,62,2,20231228,1,67.69,67.69
135,23227,7,216,4,20230304,1,561.14,561.14
136,22745,2,293,3,20231203,7,342.25,2395.75
137,23866,8,172,3,20230713,3,28.17,84.51
138,25818,5,360,2,20230329,6,316.75,1900.5
139,22222,1,214,1,20231024,9,923.99,8315.91
140,22792,5,475,2,20230128,1,135.83,135.83
141,24063,7,449,2,20230729,6,282.68,1696.08
142,21524,8,227,2,20230311,8,328.33,2626.64
143,28224,4,101,2,20231126,6,269.05,1614.3
144,26198,7,431,2,20230131,7,37.91,265.37
145,24025,1,462,3,20230923,7,726.75,5087.25
146,22566,7,131,1,20230206,7,114.05,798.35
147,22803,3,257,3,20231026,5,521.95,2609.75
148,26155,5,218,2,20230819,7,908.39,6358.73
149,20719,7,255,2,20231113,8,538.7,4309.6
150,26516,5,398,3,20230806,1,79.76,79.76
151,24579,2,359,2,20230226,2,945.67,1891.34
152,20972,7,283,1,20231123,2,466.26,932.52
153,23718,4,393,3,20231122,7,766.32,5364.24
154,27395,8,207,2,20230327,9,205.47,1849.23
155,24402,7,15,1,20231014,7,738.89,5172.23
156,24552,1,346,2,20230705,3,659.64,1978.92
157,22207,3,42,2,20231004,4,55.94,223.76
158,24426,6,380,3,20230612,8,892.29,7138.32
159,28835,3,179,2,20230324,1,246.87,246.87
160,28386,2,63,3,20230428,2,277.65,555.3
161,28680,7,352,2,20230319,3,523.14,1569.42
162,22204,1,231,1,20230928,6,321.29,1927.74
163,25345,6,241,1,20231223,4,732.59,2930.36
164,23276,3,52,2,20230126,2,632.93,1265.86
165,21102,5,96,3,20230314,5,861.15,4305.75
166,25243,2,388,1,20230717,8,905.91,7247.28
167,26614,3,222,3,20231026,3,384.56,1153.68
168,29433,8,485,1,20230807,3,109.94,329.82
169,28707,2,407,4,20230622,8,461.54,3692.32
170,25223,2,231,2,20231222,1,981.63,981.63
171,28584,7,237,2,20230302,4,235.82,943.28
172,20630,3,143,2,20231119,2,386.13,772.26
173,20277,5,36,2,20230708,7,887.75,6214.25
174,20232,6,13,1,20230715,9,232.31,2090.79
175,29744,2,160,2,20230928,8,272.44,2179.52
176,25690,2,327,3,20231205,8,639.58,5116.64
177,27659,2,187,4,20231225,6,121.48,728.88
178,20025,3,243,2,20230618,3,191.74,575.22
179,27468,8,86,3,20230811,7,762.71,5338.97
180,26410,6,284,3,20230629,7,461.75,3232.25
181,28652,4,66,2,20230123,8,855.72,6845.76
182,23764,2,170,3,20230618,4,112.48,449.92
183,26599,5,45,4,20231121,9,110.15,991.35
184,25102,3,62,3,20231123,9,973.66,8762.94
185,21994,1,284,2,20230423,8,429.12,3432.96
186,28682,7,28,3,20230727,1,447.97,447.97
187,21072,4,108,2,20230504,9,888.73,7998.57
188,26707,3,44,3,20230605,9,617.04,5553.36
189,20215,4,340,4,20230927,9,439.71,3957.39
190,27605,8,286,2,20230124,7,603.89,4227.23
191,29915,5,446,3,20231007,5,56.59,282.95
192,29784,7,331,2,20230401,7,864.14,6048.98
193,22606,6,128,3,20231009,1,814.29,814.29
194,28350,8,348,2,20230606,9,915.2,8236.8
195,24781,5,473,2,20231102,6,632.14,3792.84
196,23313,2,231,1,20230706,1,60.0,60.0
197,29968,7,190,2,20230421,5,450.04,2250.2
198,27763,5,225,1,20230519,6,818.83,4912.98
199,25939,6,385,2,20230717,6,807.83,4846.98
200,25685,5,283,4,20230508,5,134.89,674.45
201,21946,3,121,3,20230217,2,663.27,1326.54
202,22783,6,116,2,20230301,1,992.67,992.67
203,23644,4,461,2,20231016,6,59.95,359.7
204,25241,6,233,2,20230228,1,532.22,532.22
205,26420,8,259,1,20231024,9,549.43,4944.87
206,27557,8,359,3,20231124,1,948.94,948.94
207,22645,5,198,3,20230306,5,962.25,4811.25
208,26353,7,411,3,20230609,3,166.94,500.82
209,21932,6,137,2,20231112,2,642.99,1285.98
210,21757,6,318,3,20230525,4,379.8,1519.2
211,25085,7,165,1,20230218,4,264.11,1056.44
212,25637,2,225,2,20230212,9,485.22,4366.98
213,21116,6,307,3,20230627,5,967.2,4836.0
214,20492,6,234,3,20230928,1,310.25,310.25
215,28811,2,172,1,20230904,4,75.74,302.96
216,27888,7,152,4,20230505,6,610.76,3664.56
217,26474,3,463,2,20230814,1,327.53,327.53
218,29738,7,315,2,20230515,6,240.24,1441.44
219,24958,6,374,3,20230330,3,201.85,605.55
220,29467,1,96,4,20230815,5,89.9,449.5
221,22743,4,472,1,20231207,7,922.77,6459.39
222,27160,2,180,3,20230722,4,402.31,1609.24
223,25258,8,318,2,20231127,3,460.4,1381.2
224,28548,4,497,3,20230515,3,561.12,1683.36
225,27186,7,442,2,20231029,1,23.38,23.38
226,26102,4,52,2,20231202,5,176.76,883.8
227,29061,3,268,2,20230816,3,985.08,2955.24
228,29475,5,386,4,20230515,8,276.94,2215.52
229,20882,4,113,3,20230617,6,162.61,975.66
230,28988,6,101,4,20230517,2,523.97,1047.94
231,23642,6,113,2,20230313,9,270.4,2433.6
232,21296,2,440,3,20230714,4,258.48,1033.92
233,28436,3,81,3,20230107,9,687.04,6183.36
234,22895,5,187,3,20230223,8,780.17,6241.36
235,20929,2,2,3,20230830,1,895.92,895.92
236,25366,1,130,2,20230111,1,355.12,355.12
237,23212,5,54,4,20231002,1,896.08,896.08
238,22409,2,343,3,20230514,1,308.38,308.38
239,28199,1,485,3,20231203,7,474.35,3320.45
240,23423,8,224,3,20230911,5,589.23,2946.15
241,26976,1,225,1,20230228,4,500.73,2002.92
242,27594,6,385,3,20230804,7,80.47,563.29
243,25158,1,403,2,20230331,4,452.22,1808.88
244,23667,1,126,4,20230914,5,311.79,1558.95
245,25973,7,130,3,20230221,2,865.32,1730.64
246,26236,4,53,3,20230308,1,95.05,95.05
247,28277,7,172,3,20230923,8,449.42,3595.36
248,22468,1,218,3,20230309,5,157.0,785.0
249,26217,4,160,2,20230630,4,531.88,2127.52
250,23619,1,198,2,20230418,3,64.56,193.68
251,21636,7,416,2,20230703,7,293.36,2053.52
252,28155,7,247,2,20231018,5,437.34,2186.7
253,23583,8,324,1,20230228,1,897.78,897.78
254,24009,5,439,2,20231020,3,235.26,705.78
255,23326,2,203,2,20230515,4,456.2,1824.8
256,28148,6,184,3,20230807,1,346.26,346.26
257,22217,2,123,3,20231207,9,263.46,2371.14
258,24967,4,401,2,20231004,5,125.11,625.55
259,22369,6,255,4,20230801,9,464.06,4176.54
260,23638,8,294,1,20231021,8,502.27,4018.16
261,25722,3,325,2,20230901,6,264.53,1587.18
262,24444,6,372,4,20231005,1,914.68,914.68
263,27618,3,98,3,20230522,1,389.7,389.7
264,23947,6,198,4,20230224,3,618.03,1854.09
265,21676,3,470,2,20230610,5,47.98,239.9
266,21196,7,395,3,20230321,9,586.74,5280.66
267,22787,6,240,3,20231219,4,670.74,2682.96
268,29653,4,97,4,20230706,2,63.67,127.34
269,23318,6,124,4,20230905,5,958.25,4791.25
270,28858,3,187,4,20230302,7,118.26,827.82
271,26689,8,326,3,20230708,7,573.79,4016.53
272,22176,6,464,3,20230406,8,607.55,4860.4
273,23743,2,349,3,20230407,5,868.41,4342.05
274,24422,3,148,4,20230512,2,971.8,1943.6
275,23824,3,252,2,20230501,5,794.47,3972.35
276,22451,1,420,2,20230223,1,931.14,931.14
277,20628,3,403,2,20231003,5,498.91,2494.55
278,27778,4,451,4,20231014,4,553.78,2215.12
279,23696,8,147,2,20231117,9,65.82,592.38
280,23674,6,148,2,20230425,9,661.21,5950.89
281,23929,6,352,2,20230116,8,931.78,7454.24
282,24369,3,308,3,20230521,2,266.85,533.7
283,28307,3,489,2,20230507,5,128.08,640.4
284,24956,4,417,3,20231030,6,505.2,3031.2
285,20692,5,424,3,20230326,7,203.79,1426.53
286,23162,3,128,3,20230313,5,399.75,1998.75
287,21105,3,39,2,20230915,3,595.01,1785.03
288,23008,4,338,3,20230821,6,464.38,2786.28
289,22161,3,360,1,20230330,6,942.4,5654.4
290,28345,2,129,2,20230325,3,114.21,342.63
291,23786,5,476,1,20230921,1,634.28,634.28
292,29256,4,441,4,20230501,1,547.15,547.15
293,24200,7,473,3,20230104,6,577.89,3467.34
294,21913,8,434,2,20230420,3,634.54,1903.62
295,29408,5,151,3,20230312,1,299.74,299.74
296,25520,2,415,2,20230925,8,833.92,6671.36
297,27423,6,99,4,20230515,1,748.85,748.85
298,22871,4,263,2,20230711,4,584.99,2339.96
299,20660,4,252,2,20230505,4,736.93,2947.72
300,26242,7,144,3,20231002,5,722.9,3614.5
301,20699,3,112,2,20231028,8,229.86,1838.88
302,27470,6,500,3,20230505,1,83.43,83.43
303,26297,8,60,2,20230106,9,841.6,7574.4
304,27812,8,369,2,20230321,2,997.61,1995.22
305,24557,6,2,3,20231117,3,812.33,2436.99
306,22179,1,385,2,20230516,3,239.0,717.0
307,29065,6,304,2,20231121,7,671.34,4699.38
308,28275,1,254,3,20231204,2,584.43,1168.86
309,21422,2,140,4,20230202,2,842.23,1684.46
310,24316,7,37,1,20231130,5,187.05,935.25
311,26696,1,160,4,20231211,6,478.15,2868.9
312,29583,6,9,3,20231104,1,927.02,927.02
313,20614,7,233,2,20231213,9,197.6,1778.4
314,24570,4,99,3,20230703,5,101.35,506.75
315,20270,5,147,2,20230916,3,353.81,1061.43
316,29582,1,208,1,20230729,2,121.55,243.1
317,20289,8,152,2,20230716,3,53.41,160.23
318,28120,1,54,2,20230404,2,627.08,1254.16
319,23252,7,161,2,20230210,2,362.22,724.44
320,27415,7,408,1,20230817,6,692.25,4153.5
321,26771,7,116,1,20230803,6,208.15,1248.9
322,20278,3,75,1,20230720,4,595.89,2383.56
323,24276,4,422,3,20230405,9,645.86,5812.74
324,27997,1,104,3,20230107,7,625.25,4376.75
325,24776,1,340,4,20230310,5,505.35,2526.75
326,20824,3,254,2,20230314,6,284.65,1707.9
327,25445,4,473,2,20230603,1,965.04,965.04
328,21380,8,99,4,20230318,1,62.9,62.9
329,29865,8,153,4,20230511,3,534.58,1603.74
330,26534,8,349,2,20230612,8,742.23,5937.84
331,23156,1,402,2,20230130,7,279.56,1956.92
332,24307,7,384,2,20231112,6,721.8,4330.8
333,25634,4,366,2,20231126,9,150.11,1350.99
334,28575,4,338,2,20230916,4,586.57,2346.28
335,28533,2,310,2,20230727,4,272.0,1088.0
336,25934,4,163,3,20230318,1,108.99,108.99
337,23109,1,208,2,20230319,7,361.74,2532.18
338,24082,7,445,2,20231205,6,764.41,4586.46
339,23240,4,169,2,20230730,9,43.09,387.81
340,26028,4,484,2,20230725,7,244.7,1712.9
341,28497,3,68,3,20230311,2,431.63,863.26
342,22749,2,289,2,20230515,3,558.52,1675.56
343,26680,3,398,2,20230119,1,15.3,15.3
344,29327,7,277,3,20230122,2,148.32,296.64
345,20205,2,304,3,20230217,7,430.33,3012.31
346,27352,1,404,2,20230702,3,546.96,1640.88
347,24591,3,384,1,20230921,6,149.71,898.26
348,23450,7,392,4,20230517,2,96.7,193.4
349,23811,8,195,2,20230228,3,668.62,2005.86
350,25141,3,401,2,20230927,8,607.72,4861.76
351,28501,1,128,2,20230225,8,989.84,7918.72
352,22708,5,33,4,20231008,4,744.22,2976.88
353,21991,1,176,2,20230307,1,137.34,137.34
354,28463,3,460,2,20230317,9,817.2,7354.8
355,23273,2,443,3,20230912,6,254.73,1528.38
356,24538,7,371,2,20231113,6,961.77,5770.62
357,28712,4,470,2,20230118,6,563.88,3383.28
358,29168,6,375,1,20230321,8,581.4,4651.2
359,23722,4,22,3,20231026,9,982.75,8844.75
360,23551,6,238,4,20231015,6,384.24,2305.44
361,22832,1,158,2,20230926,7,508.85,3561.95
362,25679,6,38,2,20230129,6,256.45,1538.7
363,20152,5,365,3,20230721,3,634.25,1902.75
364,25754,4,51,3,20230612,2,636.15,1272.3
365,22800,4,438,2,20230816,9,642.07,5778.63
366,25310,5,264,2,20230209,7,494.32,3460.24
367,29944,4,283,2,20230730,6,505.29,3031.74
368,22610,5,27,2,20230121,1,398.05,398.05
369,21104,3,226,4,20230202,4,607.55,2430.2
370,24199,1,286,2,20231011,6,857.26,5143.56
371,23854,3,97,2,20231109,7,270.84,1895.88
372,27263,7,284,3,20230524,8,459.33,3674.64
373,27365,1,448,2,20231214,2,264.38,528.76
374,23072,4,481,2,20231221,9,421.06,3789.54
375,29198,4,453,4,20231112,2,437.19,874.38
376,20406,5,317,1,20230225,5,590.78,2953.9
377,20166,4,304,3,20231219,7,906.88,6348.16
378,21661,2,4,2,20230616,7,730.3,5112.1
379,23664,3,35,2,20230902,3,858.16,2574.48
380,23489,7,192,1,20230204,9,398.46,3586.14
381,20680,7,49,4,20230609,4,419.33,1677.32
382,22524,5,17,4,20230615,5,166.7,833.5
383,22120,7,172,3,20230101,3,609.64,1828.92
384,25260,6,220,2,20230303,1,476.37,476.37
385,24357,1,158,4,20230415,3,445.11,1335.33
386,29523,3,46,4,20230724,3,867.76,2603.28
387,23408,5,99,2,20230301,8,517.18,4137.44
388,27742,3,380,3,20230614,2,575.28,1150.56
389,28752,7,233,1,20230515,8,145.01,1160.08
390,29291,3,37,3,20230417,7,64.78,453.46
391,21903,2,280,4,20230321,8,630.99,5047.92
392,20174,1,349,2,20230514,2,352.37,704.74
393,22230,2,497,1,20230507,9,18.37,165.33
394,24287,6,302,3,20230921,7,940.78,6585.46
395,24160,1,181,2,20230103,1,540.17,540.17
396,29689,6,99,2,20230104,9,54.32,488.88
397,23171,8,188,3,20230615,1,517.46,517.46
398,21567,5,481,3,20230131,6,734.55,4407.3
399,21151,2,116,2,20230726,2,323.44,646.88
400,27619,6,191,3,20231114,1,508.53,508.53
401,26033,1,253,2,20230904,3,447.12,1341.36
402,28560,6,469,3,20230204,7,709.0,4963.0
403,24946,3,416,4,20230121,4,413.88,1655.52
404,21907,7,161,2,20231129,1,992.17,992.17
405,23490,5,256,3,20230329,9,812.98,7316.82
406,22535,6,323,3,20230515,8,418.78,3350.24
407,21293,1,18,4,20230218,9,683.78,6154.02
408,24769,3,281,2,20231209,4,117.0,468.0
409,24796,8,490,1,20231123,6,88.79,532.74
410,26871,1,223,3,20230220,1,268.06,268.06
411,22972,1,54,3,20230509,2,864.86,1729.72
412,23922,3,58,2,20230421,8,177.15,1417.2
413,24997,7,323,1,20230522,4,771.56,3086.24
414,27032,2,360,2,20230419,8,46.98,375.84
415,20992,1,174,3,20230610,7,122.0,854.0
416,28112,1,280,2,20230724,6,889.95,5339.7
417,25287,3,114,3,20231007,7,567.62,3973.34
418,22240,4,288,3,20230701,9,217.44,1956.96
419,21476,2,431,2,20230824,7,666.87,4668.09
420,26426,3,342,1,20230915,4,179.68,718.72
421,20389,6,151,2,20230603,8,786.88,6295.04
422,21855,5,127,4,20231123,7,590.59,4134.13
423,28125,5,155,3,20230124,4,982.09,3928.36
424,28850,2,490,4,20230508,5,35.9,179.5
425,22763,7,386,1,20230607,3,896.15,2688.45
426,23663,7,474,4,20230810,3,266.62,799.86
427,21481,4,104,4,20231125,5,28.19,140.95
428,27256,2,417,4,20230318,6,208.34,1250.04
429,23731,4,393,1,20230809,3,691.41,2074.23
430,27262,2,299,3,20230108,4,487.98,1951.92
431,20451,5,246,2,20230926,3,304.7,914.1
432,29729,6,176,2,20230921,9,690.0,6210.0
433,23093,7,39,3,20230529,2,564.26,1128.52
434,24408,7,170,3,20230715,7,909.35,6365.45
435,24068,1,247,3,20230731,9,723.07,6507.63
436,23277,2,26,4,20231228,1,923.35,923.35
437,27951,8,306,1,20231031,4,264.79,1059.16
438,24595,8,408,3,20230917,1,640.33,640.33
439,28160,6,391,2,20230518,5,214.14,1070.7
440,20112,6,313,2,20231006,3,343.1,1029.3
441,25131,8,36,3,20230129,9,237.78,2140.02
442,23197,1,173,3,20230611,5,20.57,102.85
443,20139,6,20,4,20230505,8,823.43,6587.44
444,21424,2,321,4,20231230,2,384.42,768.84
445,22949,3,264,2,20230906,9,796.44,7167.96
446,28708,5,400,3,20230110,7,979.94,6859.58
447,26043,1,142,2,20230711,2,888.98,1777.96
448,26989,1,460,2,20230202,5,710.45,3552.25
449,27236,2,371,4,20230204,1,871.49,871.49
450,26261,2,471,2,20230906,3,183.92,551.76
451,20887,1,143,3,20230201,1,364.78,364.78
452,23104,7,92,2,20230516,4,646.35,2585.4
453,23951,5,322,3,20230629,4,949.17,3796.68
454,23560,8,288,3,20230908,5,966.0,4830.0
455,24821,1,447,3,20230218,1,217.23,217.23
456,26340,3,342,1,20231209,2,138.6,277.2
457,28058,5,51,2,20231009,2,689.02,1378.04
458,29665,7,153,2,20230328,9,257.46,2317.14
459,27846,5,63,3,20230117,9,741.41,6672.69
460,28643,5,190,4,20231019,3,951.1,2853.3
461,26432,2,125,3,20230405,6,61.53,369.18
462,23765,7,150,2,20230309,6,864.05,5184.3
463,22438,3,314,2,20230727,4,590.0,2360.0
464,29741,3,58,2,20230919,8,906.27,7250.16
465,26358,8,342,2,20231104,1,255.09,255.09
466,28319,6,305,2,20230515,9,56.94,512.46
467,25941,4,180,1,20231120,7,962.68,6738.76
468,27644,6,170,1,20231109,4,744.89,2979.56
469,24855,2,326,2,20230902,2,504.62,1009.24
470,26547,2,271,2,20230116,6,974.01,5844.06
471,27196,6,54,1,20230420,6,337.71,2026.26
472,25911,4,491,4,20230307,7,319.63,2237.41
473,26481,2,444,2,20231106,9,795.95,7163.55
474,22761,1,101,3,20230515,7,658.39,4608.73
475,24456,7,481,4,20231008,9,868.68,7818.12
476,29607,7,264,3,20231103,2,780.59,1561.18
477,25693,1,60,2,20230716,4,684.65,2738.6
478,26160,7,5,3,20230727,3,45.85,137.55
479,20517,6,103,3,20231114,1,711.59,711.59
480,27737,7,196,4,20230710,8,783.44,6267.52
481,29533,7,262,2,20230330,3,675.48,2026.44
482,21988,6,365,3,20230512,8,896.7,7173.6
483,23802,1,480,2,20231015,8,709.48,5675.84
484,25808,4,372,4,20230409,2,391.11,782.22
485,27162,8,350,1,20230620,5,485.29,2426.45
486,26241,7,47,3,20230405,1,486.13,486.13
487,28399,7,355,2,20230624,7,29.31,205.17
488,25633,6,311,2,20231217,3,117.09,351.27
489,25755,3,424,1,20231215,1,817.87,817.87
490,26309,3,308,1,20231001,8,247.91,1983.28
491,24117,1,144,3,20230429,9,295.27,2657.43
492,21518,4,370,1,20231207,8,103.82,830.56
493,26163,8,124,2,20230702,9,11.79,106.11
494,22600,4,106,1,20230403,5,347.04,1735.2
495,22195,7,158,3,20230925,1,528.31,528.31
496,23554,2,147,3,20230117,6,401.04,2406.24
497,22849,5,145,3,20231020,2,215.21,430.42
498,21742,3,120,2,20230829,6,323.52,1941.12
499,21306,1,319,2,20230804,8,571.34,4570.72
500,23849,8,275,3,20230204,1,937.58,937.58
501,27519,2,92,2,20230113,5,773.33,3866.65
502,24195,7,58,2,20230101,9,312.36,2811.24
503,25178,6,439,2,20230923,4,981.18,3924.72
504,22555,4,346,2,20230321,5,899.14,4495.7
505,22305,8,229,1,20230112,1,373.33,373.33
506,29280,2,117,2,20230925,5,736.07,3680.35
507,22642,1,318,3,20230227,6,171.48,1028.88
508,29369,7,279,3,20231231,3,348.45,1045.35
509,26409,8,127,3,20230815,9,365.95,3293.55
510,28751,4,129,3,20230501,5,705.71,3528.55
511,21271,6,58,3,20230515,4,58.66,234.64
512,21813,8,122,2,20230815,1,334.79,334.79
513,28801,6,1,2,20230703,8,733.11,5864.88
514,22461,7,239,1,20231114,6,687.49,4124.94
515,24120,5,290,4,20231020,5,594.96,2974.8
516,26124,8,96,3,20231018,4,792.94,3171.76
517,28475,7,126,1,20230810,2,212.2,424.4
518,24396,6,118,3,20230603,8,188.86,1510.88
519,29283,8,48,2,20230515,9,334.38,3009.42
520,27304,3,488,1,20230616,4,485.32,1941.28
521,27331,8,237,1,20230821,7,72.09,504.63
522,20082,4,373,3,20230502,7,142.42,996.94
523,21920,5,385,3,20230403,9,652.74,5874.66
524,27817,1,272,3,20231126,3,43.31,129.93
525,22093,7,189,3,20230930,9,612.71,5514.39
526,27071,6,487,2,20230922,7,874.82,6123.74
527,27967,2,192,2,20230819,6,591.92,3551.52
528,28367,3,447,2,20230519,5,969.74,4848.7
529,25285,1,69,2,20230219,4,80.21,320.84
530,24937,5,278,2,20230310,5,773.61,3868.05
531,20369,2,349,4,20230520,3,956.57,2869.71
532,21818,1,247,2,20230515,2,215.69,431.38
533,22101,6,451,1,20231028,7,484.62,3392.34
534,21779,5,154,3,20230914,6,186.84,1121.04
535,27674,1,144,1,20231002,3,513.45,1540.35
536,21364,6,435,2,20230619,2,643.56,1287.12
537,27294,3,485,3,20231110,2,946.33,1892.66
538,22426,1,185,4,20230330,4,139.62,558.48
539,28264,4,285,3,20231007,8,548.1,4384.8
540,28089,8,462,2,20230404,5,827.06,4135.3
541,22962,8,220,1,20231202,8,904.07,7232.56
542,20859,8,69,2,20231222,8,469.94,3759.52
